impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-119152,A589597,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2011817,LOST,Marvin,Cat,,Male,Turkish Van,Unknown,07/07/2019 12:00:00 AM,Date Lost,127TH AVE SE & SE 18TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2011817,Image Copyright HLP Inc. 2019,,
K19-117924,A586497,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998935,In Public Home,,Cat,,Male,Domestic Shorthair,Unknown,06/05/2019 12:00:00 AM,Date Found,10600 NE 68TH ST,SU,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998935,Image Copyright HLP Inc. 2019,,
K19-119081,A589406,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010796,LOST,Petey,Cat,,Male,Domestic Shorthair,Unknown,06/03/2019 12:00:00 AM,Date Lost,APT 1-206,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010796,Image Copyright HLP Inc. 2019,,
K19-119050,A589375,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010532,LOST,Checkers,Cat,,Male,Domestic Shorthair,Unknown,07/01/2019 12:00:00 AM,Date Lost,25300 170TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010532,Image Copyright HLP Inc. 2019,,
K19-118320,A587290,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002826,In Public Home,Winnie,Dog,,Female,Basenji,Red / White,06/16/2019 12:00:00 AM,Date Found,1ST  AVE NW & NORTH 100TH ST,SE,,,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002826,Image Copyright HLP Inc. 2019,,
K19-118298,A587270,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002635,LOST,Arlo,Dog,,Female,Rat Terrier,Red / White,06/15/2019 12:00:00 AM,Date Lost,8814 208TH NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002635,Image Copyright HLP Inc. 2019,,
K19-117665,A585996,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1997060,LOST,Bushengyou,Cat,,Female,Domestic Shorthair,Unknown,05/28/2019 12:00:00 AM,Date Lost,8700 NE 159TH CT,KENMORE,WA,98028,KENMORE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1997060,Image Copyright HLP Inc. 2019,,
K19-118879,A588764,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008247,LOST,Badwolf,Dog,,Female,Labrador Retriever,Unknown,06/26/2019 12:00:00 AM,Date Lost,24400 TERRACE PL,BLACK DIAMOND,WA,98010,BLACK DIAMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008247,Image Copyright HLP Inc. 2019,,
K19-117968,A586584,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999239,LOST,Harley,Dog,,Female,Afghan Hound,Unknown,06/06/2019 12:00:00 AM,Date Lost,28100 239TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999239,Image Copyright HLP Inc. 2019,,
K19-118725,A588431,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006907,LOST,Dude,Cat,,Male,Domestic Mediumhair,Unknown,06/24/2019 12:00:00 AM,Date Lost,206TH PL NE AND NE 66TH PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006907,Image Copyright HLP Inc. 2019,,
K19-117632,A585875,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1996482,LOST,Howie,Cat,,Male,Domestic Longhair,Unknown,05/28/2019 12:00:00 AM,Date Lost,49TH AVE AND COUNTY LINE RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1996482,Image Copyright HLP Inc. 2019,,
K19-117810,A586260,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998058,LOST,Oliver,Dog,,Male,Miniature Pinscher,Unknown,06/02/2019 12:00:00 AM,Date Lost,SPERRY DR S AND S 180TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998058,Image Copyright HLP Inc. 2019,,
K19-118132,A586870,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000896,LOST,Felix,Cat,,Male,Domestic Shorthair,Unknown,06/09/2019 12:00:00 AM,Date Lost,28100 134TH PL SE,KENT,WA,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000896,Image Copyright HLP Inc. 2019,,
K19-118796,A588598,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007473,LOST,Tink Mondale,Cat,,Female,Domestic Shorthair,Unknown,05/31/2019 12:00:00 AM,Date Lost,258TH ST S AND MARINE VIEW DR S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007473,Image Copyright HLP Inc. 2019,,
K19-118046,A586703,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000022,LOST,Paya,Dog,,Female,Korean Jindo,Unknown,06/08/2019 12:00:00 AM,Date Lost,APT C119,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000022,Image Copyright HLP Inc. 2019,,
K19-119035,A589334,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010249,LOST,Reesie,Dog,,Female,Maltese,Unknown,07/04/2019 12:00:00 AM,Date Lost,38TH AVENUE S & S 253RD PL,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010249,Image Copyright HLP Inc. 2019,,
K19-117580,A585738,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1995909,LOST,Freya,Cat,,Female,Ragdoll,Unknown,05/27/2019 12:00:00 AM,Date Lost,SW 98ST AND 19 TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1995909,Image Copyright HLP Inc. 2019,,
K19-118150,A586945,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2001080,LOST,Duckie,Cat,,Male,American Shorthair,Unknown,06/10/2019 12:00:00 AM,Date Lost,NE 124TH & 94TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2001080,Image Copyright HLP Inc. 2019,,
K19-118504,A587873,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004516,LOST,Poppy,Cat,,Female,Domestic Shorthair,Unknown,06/13/2019 12:00:00 AM,Date Lost,3600 SW 309TH ST,FEDERAL WAY,WA,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004516,Image Copyright HLP Inc. 2019,,
K19-118953,A580150,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008937,LOST,Jp Patches,Dog,,Neutered Male,Great Pyrenees,White / Tan,07/01/2019 12:00:00 AM,Date Lost,LAKE WALKER ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008937,Image Copyright HLP Inc. 2019,,
K19-118080,A586760,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000346,In Public Home,,Cat,,Female,American Shorthair,Unknown,06/05/2019 12:00:00 AM,Date Found,2941 76TH AVE SE APT 5A,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000346,Image Copyright HLP Inc. 2019,,
K19-118535,A587944,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004823,In Public Home,,Dog,,Male,Chihuahua - Smooth Coated,Black / Brown,06/22/2019 12:00:00 AM,Date Found,6400 S 251ST ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004823,Image Copyright HLP Inc. 2019,,
K19-119045,A589344,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010382,In Public Home,,Dog,,Male,Pembroke Welsh Corgi,White / Brown,07/04/2019 12:00:00 AM,Date Found,ON 104TH AND 1ST AVE NEAR TOP HAT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010382,Image Copyright HLP Inc. 2019,,
K19-118189,A587031,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2001659,LOST,Callie,Cat,,Female,Domestic Shorthair,Unknown,06/11/2019 12:00:00 AM,Date Lost,21800 NE 18TH WAY,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2001659,Image Copyright HLP Inc. 2019,,
K19-118562,A587972,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004999,LOST,Harvey,Dog,,Male,Miniature Poodle,Unknown,06/22/2019 12:00:00 AM,Date Lost,80TH NW AND 13TH AVE NW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004999,Image Copyright HLP Inc. 2019,,
K19-118650,A588141,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006008,LOST,Titan,Cat,,Male,Domestic Shorthair,Unknown,06/24/2019 12:00:00 AM,Date Lost,SW AUSTIN STREET & 41ST AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006008,Image Copyright HLP Inc. 2019,,
K19-119047,A589346,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010412,In Public Home,,Dog,,,German Shepherd,Black / Brown,07/05/2019 12:00:00 AM,Date Found,MYERS WAY S & S 99TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010412,Image Copyright HLP Inc. 2019,,
K19-117865,A586369,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998414,LOST,Finnigan,Cat,,Male,Ocicat,Unknown,06/02/2019 12:00:00 AM,Date Lost,21ST AVE SW AND SW 100TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998414,Image Copyright HLP Inc. 2019,,
K19-118274,A587201,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002389,LOST,Marmalade,Cat,,Female,Domestic Mediumhair,Unknown,06/09/2019 12:00:00 AM,Date Lost,E AMES LAKE DRIVE NE & 288TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002389,Image Copyright HLP Inc. 2019,,
K19-117962,A586576,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1999201,LOST,Zeus,Dog,,Male,Miniature Pinscher,Unknown,06/06/2019 12:00:00 AM,Date Lost,2200 S 292ND ST,LAST SEEN FEDERA,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1999201,Image Copyright HLP Inc. 2019,,
K19-117794,A586233,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1997582,LOST,Sadie,Cat,,Female,Domestic Shorthair,Unknown,05/27/2019 12:00:00 AM,Date Lost,22500 SE 321ST ST,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1997582,Image Copyright HLP Inc. 2019,,
K19-118899,A588791,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2008391,LOST,Mochi,Cat,,Male,Domestic Shorthair,Unknown,06/29/2019 12:00:00 AM,Date Lost,64TH AVE S AND WATERS AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2008391,Image Copyright HLP Inc. 2019,,
K19-118329,A587320,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2003014,LOST,Chloe,Dog,,Female,Parson Russ Ter,Unknown,06/16/2019 12:00:00 AM,Date Lost,TAMERACK RIDGE DEVELOPMENT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2003014,Image Copyright HLP Inc. 2019,,
K19-117850,A586329,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998205,LOST,Miles,Cat,,Male,Domestic Shorthair,Unknown,05/29/2019 12:00:00 AM,Date Lost,195TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998205,Image Copyright HLP Inc. 2019,,
K19-118676,A588202,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2006239,LOST,Chevy,Dog,,Female,Chihuahua - Smooth Coated,Unknown,05/29/2019 12:00:00 AM,Date Lost,300 RENTON CENTER WAY SW,RENTON,WA,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2006239,Image Copyright HLP Inc. 2019,,
K19-117797,A586236,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1997871,In Public Home,,Dog,,Male,Pug,Fawn / Black,06/02/2019 12:00:00 AM,Date Found,21500 122ND PL SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1997871,Image Copyright HLP Inc. 2019,,
K19-118843,A588673,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2007939,LOST,Cherry,Cat,,Female,Domestic Shorthair,Unknown,06/22/2019 12:00:00 AM,Date Lost,12400 SE 28TH PL,BELLEVUE,WA,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2007939,Image Copyright HLP Inc. 2019,,
K19-117851,A586330,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998206,LOST,Jax,Cat,,Male,Domestic Shorthair,Unknown,05/29/2019 12:00:00 AM,Date Lost,195TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998206,Image Copyright HLP Inc. 2019,,
K19-117826,A586303,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998181,LOST,Gypsy,Cat,,Female,American Shorthair,Unknown,06/02/2019 12:00:00 AM,Date Lost,13000 23RD AVE S,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998181,Image Copyright HLP Inc. 2019,,
K19-118531,A587923,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004704,LOST,Gypsy,Cat,,Male,Domestic Shorthair,Unknown,06/13/2019 12:00:00 AM,Date Lost,14017 AP TUBBS TD. E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004704,Image Copyright HLP Inc. 2019,,
K19-119137,A589548,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2011628,In Public Home,,Cat,,Female,American Wirehair,White / Unknown,07/07/2019 12:00:00 AM,Date Found,23100 SE MAY VALLEY RD,ISSAQUAH,WA,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2011628,Image Copyright HLP Inc. 2019,,
K19-118532,A587924,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004730,LOST,Pilot,Dog,,Male,Whippet,Unknown,06/21/2019 12:00:00 AM,Date Lost,700 S 36TH PL,RENTON,WA,98055,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004730,Image Copyright HLP Inc. 2019,,
K19-119114,A589451,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2011308,LOST,Ninja,Dog,,Male,Labrador Retriever,Unknown,07/03/2019 12:00:00 AM,Date Lost,17TH AVENUE & E JEFFERSON ST,SEATTLE,WA,98122,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2011308,Image Copyright HLP Inc. 2019,,
K19-118455,A587665,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2004058,LOST,Zach,Bird,,Male,Fowl,Unknown,06/16/2019 12:00:00 AM,Date Lost,1ST AVENUE W & W GARFIELD ST,SEATTLE,WA,98119,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2004058,Image Copyright HLP Inc. 2019,,
K19-118113,A586839,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000663,LOST,Golem,Dog,,Male,American Staffordshire,Unknown,06/10/2019 12:00:00 AM,Date Lost,1700 N NORTHGATE WAY,SEATTLE,WA,98133,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000663,Image Copyright HLP Inc. 2019,,
K19-119001,A589227,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2009684,LOST,Tati,Dog,,Male,Standard Poodle,Unknown,07/04/2019 12:00:00 AM,Date Lost,WESTWOOD VILLAGE AND ROXBURY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2009684,Image Copyright HLP Inc. 2019,,
K19-118056,A586741,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2000126,LOST,Danse,Cat,,Male,Domestic Mediumhair,Unknown,05/28/2019 12:00:00 AM,Date Lost,138TH ST & 12TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2000126,Image Copyright HLP Inc. 2019,,
K19-117691,A586043,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1997273,LOST,Randi,Dog,,Female,Pit Bull,Unknown,05/31/2019 12:00:00 AM,Date Lost,BAYVIEW ST & RAINIER AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1997273,Image Copyright HLP Inc. 2019,,
K19-118186,A587015,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2001473,LOST,Stormy,Cat,,Female,Domestic Mediumhair,Unknown,06/10/2019 12:00:00 AM,Date Lost,16600 SE 4TH PL,BELLEVUE,WA,98008,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2001473,Image Copyright HLP Inc. 2019,,
K19-118620,A588106,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005773,LOST,Milo,Cat,,Male,Siamese,Unknown,06/22/2019 12:00:00 AM,Date Lost,412 E NOVAK LANE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005773,Image Copyright HLP Inc. 2019,,
K19-117793,A586232,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1997580,LOST,Nicholas,Cat,,Male,Domestic Shorthair,Unknown,06/01/2019 12:00:00 AM,Date Lost,C208,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1997580,Image Copyright HLP Inc. 2019,,
K19-118624,A588128,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005895,LOST,Pasha,Cat,,Male,Maine Coon,Unknown,06/16/2019 12:00:00 AM,Date Lost,1900 FAIRVIEW AVE E,SEATTLE,WA,98102,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005895,Image Copyright HLP Inc. 2019,,
K19-117918,A586487,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998888,In Public Home,,Cat,,Neutered Male,Domestic Shorthair,Brn Tabby,06/03/2019 12:00:00 AM,Date Found,100 S 334TH ST,FEDERAL WAY,WA,98003,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998888,Image Copyright HLP Inc. 2019,,
K19-118242,A587126,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2002096,LOST,Choopy,Dog,,Female,Chihuahua - Smooth Coated,Unknown,06/13/2019 12:00:00 AM,Date Lost,23900 SE 42ND CT,SAMMAMISH,WA,98029,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2002096,Image Copyright HLP Inc. 2019,,
K19-118612,A588100,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005721,LOST,Harlequin,Cat,,Female,Domestic Shorthair,Unknown,06/21/2019 12:00:00 AM,Date Lost,3700 138TH PL SE,BELLEVUE,WA,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005721,Image Copyright HLP Inc. 2019,,
K19-117832,A586310,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1998188,LOST,Ginny,Dog,,Female,Australian Cattle Dog,Unknown,06/01/2019 12:00:00 AM,Date Lost,815 PACIFIC AVE A,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1998188,Image Copyright HLP Inc. 2019,,
K19-119064,A589392,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2010719,LOST,Ferdinand,Cat,,Male,Domestic Shorthair,Unknown,07/01/2019 12:00:00 AM,Date Lost,DES MOINES MEMORIAL DRIVE / 111TH PLACE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2010719,Image Copyright HLP Inc. 2019,,
K19-118582,A588009,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2005430,LOST,Blu,Cat,,Male,Domestic Longhair,Unknown,06/22/2019 12:00:00 AM,Date Lost,WOODLAWN AND GREENLAKE DR,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2005430,Image Copyright HLP Inc. 2019,,
